O_A,O_B,S_A,S_B
-1.51206,1.202662,0.817348,0.863913
-1.035804,-0.023727,0.973872,0.301788
1.06718,-0.554066,0.937344,0.21841
0.028938,-0.47812,0.364122,0.921938
-2.648582,-1.235533,0.131502,0.13904
2.59206,2.127245,0.037363,0.029204
-1.506238,-2.344325,0.219149,0.121268
-1.83581,5.391499,0.117658,0.944415
0.583838,0.954744,0.586522,0.381472
1.309522,-1.177944,0.245477,0.723396
2.167487,-0.692282,0.916214,0.342348
-3.811066,-0.39654,0.12418,0.647152
-0.759337,0.597394,0.125298,0.947663
1.601163,0.154608,0.287888,0.189607
-4.200599,1.113458,0.385211,0.980676
-1.063955,2.125868,0.27514,0.667238
0.829885,-3.18128,0.293872,0.926488
-1.874196,1.590473,0.812309,0.532483
0.952211,1.459374,0.296604,0.23905
-0.485792,-0.021819,0.961354,0.876156
3.644386,1.943343,0.265254,0.317837
-2.682565,-0.469375,0.71358,0.601566
0.796758,1.881014,0.822074,0.486553
-1.387881,1.176691,0.409866,0.708557
0.192004,-1.577706,0.641576,0.713556
0.206963,-3.673507,0.439365,0.586085
-0.977394,-0.648648,0.98441,0.467455
-0.064019,0.530537,0.912008,0.955942
-1.369051,-0.98959,0.481261,0.581013
0.850467,3.257459,0.614077,0.393042
2.124622,-2.420097,0.580184,0.347641
0.344167,-3.046215,0.198518,0.780349
-0.516181,1.76275,0.749057,0.463497
2.368433,-0.090948,0.753624,0.092999
0.767326,-0.153823,0.52959,0.392569
1.189713,2.004412,0.035683,0.654221
-1.343768,2.136161,0.828822,0.261655
-4.922592,-2.862268,0.071653,0.846384
-1.978963,-2.192372,0.191117,0.647127
-0.658283,-1.792358,0.596888,0.714641
1.653329,-0.535289,0.350409,0.230412
-0.612948,-1.725251,0.681202,0.549059
0.006929,-0.765208,0.366713,0.891661
1.630514,1.688404,0.190669,0.77547
1.72786,4.587644,0.434686,0.252914
-0.639904,0.713209,0.376278,0.069077
-0.666916,0.272343,0.860562,0.033474
-2.418335,-3.915003,0.212931,0.237015
-2.46975,1.246516,0.126614,0.775671
1.437867,1.381228,0.035743,0.491336
1.414791,-0.334369,0.460079,0.51177
-0.544775,-3.07747,0.558572,0.302727
0.667175,-0.358608,0.130359,0.700434
0.386112,-0.31033,0.939206,0.992694
1.588969,-1.497968,0.975643,0.142853
-0.950638,0.017366,0.610974,0.764147
-1.697794,0.484906,0.564536,0.670795
1.201554,0.43132,0.300002,0.879609
3.341892,1.266755,0.124485,0.44999
-2.006525,0.540669,0.606313,0.831872
-3.030323,4.007,0.716652,0.931611
-0.724341,1.442214,0.681138,0.085254
-0.775333,-0.50457,0.040536,0.026678
0.602526,1.876649,0.405472,0.73704
-2.338477,-2.007349,0.248844,0.005724
0.222577,-1.864608,0.293298,0.348375
-0.630008,1.906041,0.796471,0.329207
-1.519382,-0.448421,0.238157,0.365752
-1.442406,0.461374,0.548843,0.618725
-0.651942,-0.68476,0.386819,0.172488
-0.144981,3.295513,0.789583,0.592703
-2.514995,-0.061314,0.899328,0.05673
0.102171,-2.177986,0.346986,0.962503
0.499305,0.727562,0.742558,0.76724
-2.222273,1.791281,0.862366,0.431581
-1.466271,2.161433,0.926501,0.854224
0.203713,-1.053551,0.764232,0.298971
-0.837447,0.011124,0.378271,0.676219
3.377424,1.905523,0.509785,0.095347
-0.30344,-0.377257,0.457732,0.332537
0.034459,0.108985,0.390228,0.223469
0.118957,-1.630245,0.999994,0.211476
-0.666728,-2.461544,0.630564,0.218181
-0.243719,0.001162,0.412969,0.726955
-0.333586,0.762312,0.901428,0.325501
0.682502,-1.923938,0.593953,0.550689
0.846951,2.628417,0.241834,0.705141
-0.000478,0.357169,0.237406,0.356715
0.51298,-0.696444,0.637566,0.764381
-0.260375,1.253558,0.418281,0.757829
1.437814,2.516987,0.341671,0.131272
-3.037337,-0.113184,0.585923,0.943901
2.192795,3.320146,0.486686,0.162248
1.354633,-2.211456,0.795893,0.214503
-5.528498,-2.413188,0.108515,0.400602
-1.116451,1.072075,0.321975,0.254051
-0.640948,-0.088459,0.990448,0.743845
-0.751802,0.720399,0.915515,0.820639
0.006895,3.202488,0.645072,0.734064
-3.211691,-3.795696,0.161897,0.187047
2.778416,-1.931434,0.874332,0.698566
-0.689739,-0.703899,0.419693,0.144819
2.429413,-1.250348,0.803004,0.363606
5.45056,2.048034,0.051793,0.801601
0.04667,0.579586,0.588531,0.010796
-0.989892,-1.338608,0.015694,0.618144
0.916483,0.138315,0.928477,0.608927
0.875566,-2.498382,0.641479,0.364823
-2.647313,2.947607,0.735564,0.186843
0.248035,-1.308013,0.963821,0.400655
2.412842,-1.584887,0.232792,0.948814
2.240915,2.884836,0.504624,0.78195
-0.27343,-0.659126,0.965228,0.363011
-2.87516,1.047088,0.086842,0.549396
4.570883,-1.206296,0.672185,0.613802
-3.180184,3.994411,0.456091,0.548328
1.48285,0.494624,0.50152,0.503441
-0.913568,-0.651427,0.53805,0.141534
2.10881,-0.913554,0.612963,0.136478
2.735444,1.779875,0.273289,0.853683
-2.013524,0.817015,0.717546,0.694554
-1.36053,-4.401214,0.383758,0.500317
0.19712,1.353632,0.5255,0.902017
-3.415214,1.698198,0.633392,0.422796
1.525532,2.455613,0.11369,0.314323
-0.459938,1.327429,0.583845,0.22853
3.870796,0.864121,0.764682,0.218408
0.033218,-2.898441,0.178337,0.812664
-4.468153,2.328536,0.861378,0.240247
-2.4942,0.167228,0.227815,0.352382
0.891468,-2.176106,0.209892,0.631675
0.261575,-0.616226,0.732531,0.323798
0.439039,3.210162,0.434315,0.676123
-1.20074,0.914878,0.708258,0.037862
2.035606,0.173864,0.21014,0.267653
-0.987419,0.586414,0.828503,0.519991
4.546472,-2.712109,0.853872,0.854489
2.92834,3.129694,0.105016,0.095751
0.839209,-2.890824,0.566676,0.638444
-2.072481,-2.050919,0.017364,0.272561
2.053405,-1.157461,0.7598,0.952907
0.437059,-2.122493,0.367253,0.439989
0.282625,-1.713849,0.902703,0.488158
-2.278397,-2.569895,0.009031,0.823079
1.819091,-2.411321,0.727722,0.720412
1.936938,-0.465578,0.588435,0.365828
-3.693945,0.36956,0.576975,0.62347
-0.23316,1.639013,0.792992,0.579727
-3.562837,-1.288363,0.579143,0.099444
-4.14149,2.751405,0.730478,0.928816
-0.238337,-0.395499,0.032917,0.178384
-1.501358,2.168012,0.537717,0.269303
1.365363,-0.348932,0.261696,0.285332
0.23718,-0.621508,0.996291,0.435099
-1.323081,1.343052,0.984049,0.952224
4.474258,3.952676,0.148149,0.048775
-0.02403,2.353413,0.424074,0.42803
-2.614878,2.158258,0.706269,0.871121
-0.469955,-3.820143,0.481712,0.333569
0.554862,-1.72482,0.975938,0.083768
0.30881,-0.542097,0.790112,0.916882
-1.236135,-0.022151,0.276479,0.009806
4.617576,0.319209,0.972971,0.013527
-1.015113,-0.177719,0.189368,0.836408
-1.60194,-1.665362,0.286511,0.055704
0.957416,-3.927712,0.067484,0.573432
-2.746926,-2.564599,0.558953,0.265409
0.311604,0.318033,0.560544,0.725287
-0.765994,0.705524,0.392791,0.943797
2.512618,-0.41724,0.453157,0.428358
0.662513,-0.839751,0.032764,0.97289
-1.025058,3.381539,0.752574,0.18278
-0.165376,-0.916175,0.500173,0.243161
1.738837,1.031588,0.77154,0.02644
-1.373862,-1.202724,0.121643,0.97397
-2.934925,-0.94215,0.261553,0.542747
-0.701296,-1.801998,0.225826,0.937345
1.551359,-2.531297,0.797537,0.165955
-1.361268,1.749635,0.600715,0.546376
1.401408,-1.474411,0.294167,0.442716
2.674976,-0.215875,0.50131,0.542526
-0.230163,-1.574057,0.173686,0.204337
-0.052607,-1.026658,0.197337,0.954941
0.065735,-0.430875,0.552504,0.912249
3.372676,0.918033,0.691109,0.072387
-3.888857,0.147359,0.493542,0.800903
-2.712179,-0.840246,0.320247,0.287012
-1.883093,2.083779,0.644003,0.283129
2.803516,0.935545,0.350389,0.809605
1.625809,-1.83521,0.731291,0.706081
-0.483364,0.697351,0.795084,0.134644
0.650539,-4.75174,0.13064,0.852114
-1.149132,1.010222,0.667109,0.728556
-0.131879,-1.547897,0.039675,0.686309
-4.789549,-1.666693,0.153795,0.734897
-1.072878,-0.674843,0.772092,0.877002
1.116645,-0.846783,0.74448,0.847156
1.872702,2.756548,0.940027,0.167353
-0.140334,1.538781,0.396744,0.623388
0.862405,0.621201,0.375135,0.31941
0.290041,-0.766317,0.412973,0.558988
0.029436,2.14648,0.761731,0.334044
0.450968,-0.215003,0.697573,0.666144
0.470117,-0.868782,0.902719,0.022459
0.224179,0.457492,0.889534,0.435194
0.931154,-0.762252,0.806136,0.942236
4.234931,3.497716,0.651168,0.039053
-1.293273,-1.995742,0.311901,0.034136
3.635995,-5.008499,0.339361,0.671907
1.176288,1.92553,0.330796,0.026942
-1.698415,0.144245,0.419802,0.747861
3.628093,0.119105,0.060029,0.803569
0.19829,-1.896898,0.491865,0.611437
-0.879781,-3.054981,0.598273,0.312151
2.90291,0.751827,0.994239,0.208147
0.108291,-0.259313,0.776791,0.776418
2.393552,1.672051,0.051662,0.112297
-0.355279,-0.792321,0.710435,0.911966
1.910124,-1.677251,0.98449,0.309582
1.566805,3.966352,0.63943,0.172398
3.272209,-3.742621,0.873182,0.803257
-0.612125,0.10399,0.560136,0.060393
0.535199,1.078713,0.231333,0.882311
0.972585,-0.695795,0.351537,0.743147
-0.165011,1.750884,0.242294,0.928571
-1.83543,-1.082579,0.336894,0.041241
-3.526996,-0.564356,0.551808,0.71101
3.889779,-2.391765,0.631254,0.337426
0.945503,-2.147361,0.958995,0.245223
-0.75596,2.74866,0.204056,0.95938
-3.865031,0.731398,0.631276,0.573349
0.709631,-1.098684,0.147337,0.335571
2.033124,1.933686,0.680319,0.169338
3.933727,-4.388977,0.93511,0.575771
-1.752118,0.400582,0.817666,0.635976
1.286103,0.755757,0.016581,0.86338
-0.840683,0.159565,0.730443,0.00234
0.453635,-3.389242,0.493159,0.789819
0.438567,-1.591174,0.583978,0.965656
-0.202844,0.508894,0.565352,0.203581
2.547328,0.930514,0.851219,0.232418
-0.975005,0.308573,0.943728,0.883321
-0.424743,-2.256103,0.524482,0.323091
0.160782,0.582212,0.270996,0.088873
0.926927,-0.649875,0.482719,0.569769
-0.73179,-0.079472,0.286549,0.009911
-3.27785,1.712672,0.552618,0.429012
-2.725209,1.318173,0.308926,0.77955
0.491755,-1.407749,0.102995,0.717012
0.831642,-1.893229,0.806144,0.529915
0.914326,-0.337038,0.258615,0.418128
-0.256427,1.545135,0.783723,0.244382
3.257077,-1.821349,0.474691,0.936812
0.956773,2.59032,0.428207,0.702888
2.472877,-1.728029,0.662777,0.938986
-0.64394,2.111965,0.527408,0.813911
1.044627,-1.178202,0.820207,0.540505
0.725573,1.789375,0.145651,0.160006
1.587219,-2.450241,0.494241,0.690722
0.906718,-0.061866,0.381282,0.070225
2.222299,-1.073951,0.730581,0.644231
2.696204,-2.480635,0.145378,0.466321
2.524445,-3.728315,0.945247,0.869488
1.64197,0.223048,0.430606,0.101648
-3.272099,-1.47769,0.155235,0.504286
0.814426,-3.130205,0.982645,0.436902
2.556759,-2.912211,0.883548,0.414264
2.476099,-4.035277,0.939741,0.580473
-1.769437,1.088172,0.600095,0.993075
-0.3809,0.881443,0.531883,0.915608
-1.129484,-3.475848,0.682835,0.003136
-0.00888,1.997776,0.466704,0.195049
0.548273,0.751797,0.176618,0.211125
-1.495554,-1.613188,0.373921,0.145004
-1.133874,-1.030299,0.350289,0.308387
-1.82674,-0.909996,0.420889,0.463455
1.419498,-0.363135,0.312809,0.080438
-0.769574,0.292923,0.105493,0.764148
0.688173,-0.121379,0.251376,0.503002
0.514883,0.196285,0.226714,0.146258
0.527028,0.66692,0.582139,0.609234
-0.706073,0.817973,0.91963,0.40153
-0.237357,-1.44971,0.710377,0.9245
0.282807,2.670041,0.250793,0.466791
0.580225,0.154531,0.540212,0.541459
-2.513562,-2.104684,0.197048,0.178255
-0.023888,0.298404,0.424817,0.676115
0.854504,5.068187,0.30245,0.774232
0.22778,1.300567,0.451293,0.697408
-2.628915,3.513507,0.464199,0.700693
-0.682301,-0.850636,0.8623,0.375005
0.265312,-0.506123,0.17353,0.147986
1.998691,0.221288,0.374055,0.132927
1.238836,-2.241497,0.540725,0.614659
-0.613457,-2.274021,0.952559,0.437679
-3.806897,-0.407565,0.57761,0.256794
0.178229,-1.368912,0.050434,0.624852
-0.273052,-0.207437,0.443619,0.135325
3.36805,2.348135,0.468922,0.415924
-0.960823,-2.076252,0.280132,0.458646
0.452571,-0.325955,0.455692,0.853583
-0.379553,2.234457,0.608612,0.821492
-0.677276,-1.563438,0.470109,0.236696
-0.564967,-0.95526,0.565411,0.255116
-1.166884,2.365324,0.925002,0.441629
2.120607,1.598215,0.458736,0.797292
-0.20009,-1.782043,0.02268,0.784361
0.538723,-0.214758,0.627817,0.393536
0.30638,1.525082,0.796101,0.008276
-0.078405,-0.905186,0.901413,0.76125
1.374735,-2.479794,0.738573,0.944949
-2.313272,-2.424493,0.733701,0.052959
0.964786,0.226538,0.422132,0.335162
0.470466,0.033447,0.220484,0.077058
-2.182343,-0.679987,0.269866,0.420305
-1.434758,0.096876,0.424004,0.449715
-0.984585,-2.612848,0.317241,0.865219
2.026601,-0.401777,0.219045,0.522787
2.446403,2.521333,0.05311,0.06397
1.567944,1.115692,0.016493,0.881485
-0.3155,-1.009873,0.969145,0.669818
0.238189,-0.528831,0.0536,0.942982
-1.740104,2.91409,0.543926,0.616669
-1.141989,1.731306,0.49674,0.579677
0.081014,-1.938443,0.796266,0.294738
1.867603,-0.400805,0.426353,0.218044
-1.517985,-3.431624,0.6723,0.38289
-0.247068,-2.637286,0.929851,0.345323
3.650261,2.78096,0.236177,0.357303
0.057476,0.699494,0.379019,0.447266
0.457553,-1.076845,0.285511,0.541185
0.921767,-1.64889,0.414288,0.811388
1.357368,-1.165103,0.856197,0.7229
0.027736,-0.711566,0.749253,0.87533
-0.000961,0.854297,0.406573,0.21668
0.61989,-1.694399,0.628122,0.860376
-1.535959,3.271607,0.217135,0.988242
-1.113991,-1.305371,0.30645,0.477728
0.919485,5.055435,0.000556,0.872538
-1.798119,-2.684273,0.931466,0.028437
-1.892849,0.934352,0.337921,0.971118
3.447228,1.53182,0.185873,0.33598
1.24404,-0.760296,0.091135,0.772167
0.403751,1.56513,0.659726,0.292742
-0.333064,0.235418,0.72832,0.857823
2.030645,2.391643,0.264362,0.969732
0.410119,-2.120282,0.388599,0.654059
1.865506,0.876578,0.254748,0.739769
-1.917164,-0.113984,0.061358,0.793711
0.095167,-0.498263,0.715173,0.909396
-1.938313,1.85204,0.987004,0.854611
-0.564702,0.071592,0.485125,0.050966
0.32093,-2.769367,0.27133,0.653246
2.31788,0.809666,0.371553,0.077509
-1.669153,0.68115,0.546681,0.915784
2.093102,-0.694133,0.866145,0.796747
1.234049,-1.169857,0.710605,0.206363
-1.328086,2.069295,0.586227,0.02768
1.676675,1.504208,0.249161,0.579567
-0.828315,-0.119717,0.072609,0.180693
1.208062,-0.606735,0.686477,0.350957
1.500165,-1.507029,0.897416,0.333414
3.485989,4.568796,0.179896,0.407555
2.126315,-3.088897,0.191035,0.93581
-0.889875,-0.206073,0.716108,0.33849
0.1862,-2.019582,0.911685,0.158483
-0.113515,0.140941,0.511436,0.487562
1.491194,0.921399,0.209699,0.083534
3.977288,1.149363,0.890072,0.164329
-3.695614,-1.392722,0.338133,0.614874
2.467831,-3.493796,0.974091,0.735375
0.421854,-0.570515,0.89658,0.643727
0.568589,3.92394,0.187652,0.760454
0.566657,-0.345038,0.846581,0.809909
-2.409799,0.753485,0.760806,0.733331
-2.412221,-1.842108,0.087496,0.52727
-0.464577,0.232267,0.106554,0.194641
1.003259,-2.400033,0.733664,0.661631
-0.241887,-0.392957,0.768303,0.778178
-0.990128,-1.526485,0.283941,0.213992
-3.464788,-1.604367,0.50456,0.574233
-0.555874,0.358273,0.406032,0.955167
-0.13297,0.57059,0.957219,0.126388
1.932226,-2.015979,0.740751,0.721214
-3.390012,-0.090756,0.576663,0.808762
-2.587453,-1.760015,0.503887,0.222283
3.700868,-0.130584,0.123706,0.693884
0.927459,1.141976,0.731225,0.69262
0.525055,1.654454,0.672282,0.670491
-1.327345,-0.89984,0.707174,0.269373
0.803243,-2.595706,0.199303,0.809754
2.384422,-0.569896,0.277329,0.854776
-0.15427,1.699059,0.276234,0.169448
-4.475796,0.317266,0.60891,0.114937
0.156623,2.33312,0.801972,0.313556
-0.59896,0.893923,0.693414,0.932645
2.405463,-2.169115,0.71136,0.955097
3.952609,-1.199534,0.128786,0.617936
2.139412,-0.143577,0.08354,0.353619
3.950987,-4.113649,0.970963,0.553252
-1.998532,-4.479966,0.58508,0.28946
-2.747768,0.172957,0.649615,0.869575
2.331781,2.784543,0.098191,0.214811
-1.311888,1.379522,0.847758,0.74029
1.20165,1.437176,0.045523,0.496713
2.712607,2.431801,0.214566,0.79819
-0.853141,2.930405,0.053476,0.476971
-1.48411,2.600186,0.197292,0.891881
-2.138816,-3.326647,0.349325,0.129862
-1.586531,-2.25611,0.56345,0.091556
-2.326951,1.2194,0.529902,0.82066
0.213894,0.464988,0.04269,0.190965
-0.552951,-0.341958,0.169774,0.327581
-1.79388,-0.273602,0.895849,0.155467
2.608113,-0.301703,0.4282,0.664247
-1.249489,1.521358,0.802937,0.760472
0.153328,0.048852,0.950032,0.84542
1.665437,-0.677403,0.542268,0.94624
1.265914,-2.870964,0.032514,0.762784
1.00887,-0.473892,0.453967,0.877875
-2.17117,-1.924508,0.255472,0.02858
0.23755,-0.262335,0.907782,0.367746
-2.018452,-2.490278,0.375335,0.598742
-2.915428,-1.241393,0.547829,0.493459
1.478778,-0.036133,0.612046,0.023379
2.261689,1.301589,0.891735,0.156789
1.442905,-3.224072,0.986582,0.575019
-2.366953,-1.183126,0.1038,0.069737
-1.002666,-2.075206,0.597067,0.871625
-3.051107,-0.497583,0.359,0.637053
2.288224,-1.26895,0.587627,0.959898
0.257023,0.122182,0.112017,0.003919
0.126013,-0.754541,0.732586,0.781968
-2.62283,-1.947224,0.204932,0.299204
-1.092773,-1.392959,0.620808,0.022004
0.116668,-1.560198,0.41366,0.873027
1.136072,2.945274,0.330111,0.215273
0.259495,1.36909,0.134283,0.267945
1.393501,-1.724995,0.141011,0.784767
-0.558623,2.079688,0.701381,0.788752
2.144103,-0.158119,0.328537,0.871156
-2.786341,-0.32475,0.55188,0.763681
-0.77621,0.235957,0.974576,0.43596
0.702428,0.868202,0.723935,0.087925
0.885447,0.523248,0.071736,0.490032
-1.296954,-3.016129,0.118606,0.35279
0.456854,1.383848,0.721715,0.865075
-0.268909,-0.386622,0.72517,0.998291
-1.266902,-0.61927,0.332822,0.714366
0.071774,-1.147819,0.220012,0.923725
-2.236727,1.490119,0.98865,0.699575
0.759598,0.0024,0.704619,0.698013
4.013716,0.40882,0.085402,0.700071
0.181256,2.687778,0.624228,0.10947
-2.992498,2.168213,0.957057,0.819898
-0.563507,1.659989,0.152092,0.929648
0.27988,1.100583,0.066991,0.111262
3.153772,0.252978,0.038034,0.556738
-2.082327,1.241749,0.70648,0.310372
-1.662869,-0.395753,0.116041,0.825771
1.682089,-0.618059,0.711577,0.629608
0.885914,-0.82995,0.644638,0.612885
-0.005177,0.195223,0.000352,0.042226
-0.242955,-1.778509,0.089528,0.729865
2.770959,-0.511873,0.273153,0.283475
-2.576969,-2.058042,0.272249,0.528121
-0.267316,-1.081838,0.511811,0.079784
-1.27641,0.450593,0.844346,0.332532
-1.520046,0.387926,0.33041,0.699861
3.779306,-2.257363,0.704146,0.442949
-1.540949,-2.100916,0.393311,0.797853
4.189415,-0.506253,0.41912,0.751346
0.902704,2.271011,0.461462,0.749776
0.279242,-0.681503,0.181935,0.673064
-1.526728,-0.680284,0.824846,0.759445
-1.041424,0.3715,0.277007,0.392669
-2.534394,-0.385378,0.419173,0.239549
-1.738691,-0.085389,0.58935,0.526652
-1.277973,2.599411,0.868261,0.547913
1.301527,-0.305235,0.116265,0.893255
-0.021369,-0.51025,0.088635,0.021931
-1.490998,-1.611775,0.049667,0.028847
-1.900771,0.622283,0.97941,0.081873
1.015251,1.601553,0.182423,0.041313
0.821657,0.105259,0.459678,0.800466
2.722429,-3.143007,0.471779,0.754001
0.446988,0.77748,0.00446,0.580852
-1.178073,-0.498934,0.230204,0.332941
-0.404448,0.083357,0.712264,0.485356
1.162107,-1.335758,0.595995,0.901296
1.298745,1.619023,0.022623,0.091363
0.406336,-0.767156,0.66782,0.026072
-0.059721,-0.669739,0.514279,0.634849
-3.941835,-0.140805,0.0562,0.877976
-0.572884,0.280764,0.044295,0.299905
-0.54943,1.273844,0.610916,0.452951
1.344787,-2.776004,0.240358,0.69577
0.007985,2.48116,0.161233,0.554083
-0.078059,-0.616602,0.368715,0.738997
-2.167072,-0.430134,0.618,0.86039
2.395573,-0.542328,0.774124,0.156373
-1.447596,1.155733,0.979869,0.433932
-1.770848,1.23994,0.560919,0.719872
-2.799551,-2.81222,0.068298,0.297191
1.794964,-1.140183,0.389843,0.888745
-3.495508,4.391995,0.822088,0.638166
-2.095042,2.261853,0.696528,0.740373
-0.885872,-1.623585,0.693529,0.712603
-0.460774,2.080566,0.285992,0.214458
1.004108,0.54494,0.640645,0.634005
0.135403,0.917062,0.802031,0.097898
2.881365,-2.717805,0.806331,0.86431
-1.157868,1.356333,0.918486,0.613935
-0.659377,-1.196306,0.719031,0.590166
3.481721,2.562128,0.056197,0.882863
-2.088572,-4.811291,0.099716,0.195506
-0.592725,2.262735,0.137029,0.854338
0.265921,-1.253172,0.72575,0.058065
0.499256,-2.29686,0.514846,0.951746
3.213718,-2.359632,0.486978,0.935951
-0.764109,-1.305701,0.336721,0.39141
-0.004967,0.567292,0.889014,0.071981
-2.819506,0.854715,0.578768,0.592172
1.641764,0.634701,0.346439,0.369145
0.840552,0.256098,0.353233,0.78032
1.349699,2.635993,0.434192,0.049127
0.02898,0.338206,0.128228,0.562569
0.574543,-2.089986,0.690961,0.166145
-0.940071,0.385464,0.561221,0.125905
1.027972,-3.365585,0.919561,0.306638
-0.826519,0.885395,0.855526,0.698409
-3.169705,2.974402,0.944703,0.472267
1.618679,0.546036,0.743997,0.485915
-1.843101,-2.047245,0.253791,0.91003
-0.048151,2.323408,0.054644,0.825391
-1.338299,0.145734,0.613251,0.437704
0.456231,-1.163332,0.082697,0.815874
-1.523713,-0.189884,0.679716,0.273326
-2.666237,2.377147,0.836536,0.793597
-2.473043,0.865088,0.737373,0.042692
0.10481,2.420322,0.237183,0.941036
-1.355703,3.713462,0.988393,0.202449
0.946819,0.351938,0.210543,0.089044
-0.802089,-1.486612,0.225445,0.191691
1.95603,1.128813,0.540197,0.11423
0.176717,0.971897,0.713569,0.919971
0.104475,3.0717,0.995808,0.512745
2.723478,-2.924139,0.882968,0.493273
0.902431,2.481259,0.826139,0.039338
2.290906,-2.10205,0.950576,0.786579
2.60201,-0.716192,0.825404,0.647201
3.81652,1.74976,0.841915,0.000284
2.38946,0.585455,0.021934,0.623077
0.014974,1.139656,0.157064,0.401603
-3.415909,-3.516891,0.378072,0.246347
2.360767,1.513513,0.005728,0.282873
1.998762,-0.212251,0.436674,0.860225
1.021688,-0.481104,0.732556,0.757304
1.093415,-0.543126,0.076238,0.15682
0.443368,1.164171,0.39074,0.285461
-0.068402,0.970313,0.624185,0.497003
-0.877338,2.036984,0.887111,0.337646
-0.156436,5.027008,0.239283,0.689847
1.086897,0.703093,0.388393,0.423898
2.158726,1.049117,0.714512,0.063083
0.714896,-0.502279,0.499303,0.386864
1.280941,-1.797513,0.377565,0.538031
2.031635,-2.893756,0.128412,0.690857
0.202253,-0.211313,0.146583,0.126944
2.199099,-0.526369,0.276943,0.579006
-4.870113,-2.404436,0.272361,0.713336
2.174068,1.759371,0.168866,0.127038
-3.977142,2.380639,0.80032,0.544015
1.598627,4.28021,0.20752,0.344066
-3.549668,-1.309996,0.514397,0.480522
-0.833217,-1.626637,0.905175,0.384377
0.241142,-0.65714,0.119706,0.709187
1.33954,0.134855,0.221305,0.893344
1.417033,0.663035,0.242311,0.877349
0.40674,-0.217416,0.25092,0.049189
-1.902365,0.01263,0.458763,0.438457
-3.396706,2.426236,0.730982,0.348499
-1.782375,2.6783,0.570536,0.806354
-2.778756,-2.702493,0.486474,0.23939
0.281136,-1.708138,0.455651,0.325186
-0.598307,0.925683,0.172708,0.90679
-0.329287,-0.734489,0.063443,0.189293
1.770239,0.654639,0.732203,0.250089
0.053008,0.317902,0.364269,0.460087
0.058706,0.043735,0.913642,0.949367
-0.110265,-0.842364,0.545211,0.36392
0.277511,0.159412,0.25682,0.105416
1.224291,-0.366115,0.229239,0.800136
1.712627,-3.834327,0.879759,0.216803
-2.66205,3.390832,0.870105,0.380107
0.970924,-0.302122,0.711944,0.845401
